Category,Tag,Repository,Stars,Language,Link,Description (EN),Description (RU)
Statistics,statistics,maths-cs-ai-compendium,2887,TypeScript,https://github.com/HenryNdubuaku/maths-cs-ai-compendium,Become a cracked AI/ML Research Engineer,Станьте опытным инженером-исследователем AI/ML
Design,design-system,vuesion,2875,Vue,https://github.com/vuesion/vuesion,"Vuesion is a boilerplate that empowers product teams to build faster with modern best practices across engineering and design. It features a full-stack framework, comprehensive design system, robust testing, and seamless internationalization. ","Vuesion — это шаблон, который позволяет продуктовым командам быстрее создавать проекты с использованием лучших современных практик в области проектирования и проектирования. Он включает в себя полнофункциональную структуру, комплексную систему проектирования, надежное тестирование и плавную интернационализацию."
Encryption,cryptography,yubikey-agent,2871,Go,https://github.com/FiloSottile/yubikey-agent,yubikey-agent is a seamless ssh-agent for YubiKeys.,yubikey-agent — это простой ssh-агент для YubiKeys.
Design,design-system,carbon-components-svelte,2864,TypeScript,https://github.com/carbon-design-system/carbon-components-svelte,Svelte implementation of the Carbon Design System,Svelte внедрение системы Carbon Design
Statistics,statistics,Papers-Literature-ML-DL-RL-AI,2863,Multi,https://github.com/tirthajyoti/Papers-Literature-ML-DL-RL-AI,"Highly cited and useful papers related to machine learning, deep learning, AI, game theory, reinforcement learning","Высоко цитируемые и полезные статьи, связанные с машинным обучением, глубоким обучением, искусственным интеллектом, теорией игр, обучением с подкреплением."
Encryption,cryptography,liboqs,2849,C,https://github.com/open-quantum-safe/liboqs,C library for prototyping and experimenting with quantum-resistant cryptography,Библиотека C для прототипирования и экспериментов с квантовостойкой криптографией.
Encryption,security-tools,GScan,2811,Python,https://github.com/grayddq/GScan,本程序旨在为安全应急响应人员对Linux主机排查时提供便利，实现主机侧Checklist的自动全面化检测，根据检测结果自动数据聚合，进行黑客攻击路径溯源。,"Эта программа предназначена для обеспечения удобства специалистам по реагированию на чрезвычайные ситуации при устранении неполадок хостов Linux, для реализации автоматического и комплексного обнаружения контрольного списка на стороне хоста, а также для автоматического агрегирования данных на основе результатов обнаружения для отслеживания источника путей хакерских атак."
Analysis,data-analysis,deepnote,2805,TypeScript,https://github.com/deepnote/deepnote,"Deepnote is a drop-in replacement for Jupyter with an AI-first design, sleek UI, new blocks, and native data integrations. Use Python, R, and SQL locally in your favorite IDE, then scale to Deepnote cloud for real-time collaboration, Deepnote agent, and deployable data apps. https://deepnote.com/","Deepnote — это полная замена Jupyter с дизайном, ориентированным на искусственный интеллект, элегантным пользовательским интерфейсом, новыми блоками и встроенной интеграцией данных. Используйте Python, R и SQL локально в своей любимой IDE, а затем масштабируйтесь до облака Deepnote для совместной работы в реальном времени, агента Deepnote и развертываемых приложений для обработки данных. https://deepnote.com/"
Encryption,cryptography,wolfssl,2790,C,https://github.com/wolfSSL/wolfssl,"The wolfSSL library is a small, fast, portable implementation of TLS/SSL for embedded devices to the cloud.  wolfSSL supports up to TLS 1.3 and DTLS 1.3!","Библиотека wolfSSL — это небольшая, быстрая и портативная реализация TLS/SSL для встраиваемых устройств в облако.  wolfSSL поддерживает TLS 1.3 и DTLS 1.3!"
Encryption,security-tools,llm-guard,2779,Python,https://github.com/protectai/llm-guard,The Security Toolkit for LLM Interactions,Набор инструментов безопасности для взаимодействия с LLM
Encryption,cryptography,awesome-blockchain-rust,2772,Multi,https://github.com/rust-in-blockchain/awesome-blockchain-rust,Collect libraries and packages about blockchain/cryptography in Rust,Соберите библиотеки и пакеты по блокчейну/криптографии в Rust.
Forecasting,time-series,deep-learning-time-series,2770,Jupyter Notebook,https://github.com/Alro10/deep-learning-time-series,"List of papers, code and experiments using deep learning for time series forecasting","Список статей, кода и экспериментов с использованием глубокого обучения для прогнозирования временных рядов"
Encryption,cryptography,Computer-Science-Resources,2753,Multi,https://github.com/the-akira/Computer-Science-Resources,Collection of resources spanning key areas of Computer Science,"Сборник ресурсов, охватывающих ключевые области информатики."
Encryption,security-tools,ESP32-DIV,2745,C++,https://github.com/cifertech/ESP32-DIV,ESP32DIV is a multi-purpose wireless testing toolkit powered by an ESP32,ESP32DIV — это многоцелевой набор инструментов для тестирования беспроводной связи на базе ESP32.
Encryption,security-tools,bundler-audit,2743,Ruby,https://github.com/rubysec/bundler-audit,Patch-level verification for Bundler,Проверка уровня исправления для Bundler
Encryption,cryptography,memguard,2724,Go,https://github.com/awnumar/memguard,Software sandbox for storage of sensitive information in memory.,Программная песочница для хранения конфиденциальной информации в памяти.
Encryption,cryptography,minisign,2707,C,https://github.com/jedisct1/minisign,A dead simple tool to sign files and verify digital signatures.,Очень простой инструмент для подписи файлов и проверки цифровых подписей.
Statistics,statistics,prediction-market-analysis,2703,Python,https://github.com/Jon-Becker/prediction-market-analysis,"A framework for collecting and analyzing prediction market data, including the largest publicly available dataset of Polymarket and Kalshi market and trade data.","Система для сбора и анализа рыночных данных прогнозирования, включая самый большой общедоступный набор данных о рынках и торговле Polymarket и Калши."
Encryption,cryptography,freenet-core,2696,Rust,https://github.com/freenet/freenet-core,Declare your digital independence,Заявите о своей цифровой независимости
Encryption,security-tools,content,2683,Shell,https://github.com/ComplianceAsCode/content,"Security automation content in SCAP, Bash, Ansible, and other formats","Контент для автоматизации безопасности в SCAP, Bash, Ansible и других форматах."
Analysis,data-analysis,evadb,2679,Python,https://github.com/georgia-tech-db/evadb,Database system for AI-powered apps,Система баз данных для приложений на базе искусственного интеллекта
Forecasting,time-series,pipelinedb,2656,C,https://github.com/pipelinedb/pipelinedb,High-performance time-series aggregation for PostgreSQL,Высокопроизводительное агрегирование временных рядов для PostgreSQL
Encryption,cryptography,keybase-gpg-github,2647,Multi,https://github.com/pstadler/keybase-gpg-github,"Step-by-step guide on how to create a GPG key on keybase.io, adding it to a local GPG setup and using it with Git and GitHub.","Пошаговое руководство о том, как создать ключ GPG на keybase.io, добавить его в локальную настройку GPG и использовать с Git и GitHub."
Encryption,security-tools,opencve,2644,Python,https://github.com/opencve/opencve,Vulnerability Intelligence Platform,Платформа анализа уязвимостей
Analysis,data-analysis,secretflow,2636,Python,https://github.com/secretflow/secretflow,A unified framework for privacy-preserving data analysis and machine learning,Единая платформа для анализа данных и машинного обучения с сохранением конфиденциальности.
Analysis,data-analysis,mito,2624,Jupyter Notebook,https://github.com/mito-ds/mito,"Jupyter extensions that help you write code faster: Context aware AI Chat, Autocomplete, and Spreadsheet","Расширения Jupyter, которые помогут вам писать код быстрее: контекстно-зависимый AI-чат, автозаполнение и электронная таблица."
Encryption,security-tools,bearer,2610,Go,https://github.com/Bearer/bearer,"Code security scanning tool (SAST) to discover, filter and prioritize security and privacy risks.","Инструмент сканирования безопасности кода (SAST) для обнаружения, фильтрации и определения приоритетов угроз безопасности и конфиденциальности."
Encryption,security-tools,kics,2605,Open Policy Agent,https://github.com/Checkmarx/kics,"Find security vulnerabilities, compliance issues, and infrastructure misconfigurations early in the development cycle of your infrastructure-as-code with KICS by Checkmarx.","Находите уязвимости безопасности, проблемы соответствия требованиям и неправильные настройки инфраструктуры на ранних стадиях разработки вашей инфраструктуры как кода с помощью KICS от Checkmarx."
Encryption,security-tools,Awesome-OSINT-For-Everything,2604,Shell,https://github.com/Astrosp/Awesome-OSINT-For-Everything,"OSINT tools for Information gathering, Cybersecurity, Reverse searching, bugbounty, trust and safety, red team oprations and more.","Инструменты OSINT для сбора информации, кибербезопасности, обратного поиска, поиска ошибок, доверия и безопасности, операций красной команды и многого другого."
Forecasting,time-series,Time-LLM,2600,Python,https://github.com/KimMeen/Time-LLM,"[ICLR 2024] Official implementation of "" 🦙 Time-LLM: Time Series Forecasting by Reprogramming Large Language Models""",[ICLR 2024] Официальная реализация «🦙 Time-LLM: прогнозирование временных рядов путем перепрограммирования больших языковых моделей».
Encryption,cryptography,nexus-zkvm,2596,Rust,https://github.com/nexus-xyz/nexus-zkvm,The Nexus zkVM: The zero-knowledge virtual machine,Nexus zkVM: виртуальная машина с нулевым разглашением данных
Encryption,security-tools,osv.dev,2571,Python,https://github.com/google/osv.dev,Open source vulnerability DB and triage service.,База данных уязвимостей с открытым исходным кодом и служба сортировки.
Design,design-system,components,2569,TypeScript,https://github.com/cloudscape-design/components,React components for Cloudscape Design System,Компоненты React для системы проектирования Cloudscape
Statistics,statistics,lifelines,2564,Python,https://github.com/CamDavidsonPilon/lifelines,Survival analysis in Python,Анализ выживания в Python
Analysis,data-analysis,gopup,2564,Python,https://github.com/justinzm/gopup,"数据接口：百度、谷歌、头条、微博指数,宏观数据，利率数据，货币汇率，千里马、独角兽公司，新闻联播文字稿，影视票房数据，高校名单，疫情数据…","Интерфейс данных: Baidu, Google, Toutiao, индекс Weibo, макроданные, данные о процентных ставках, курсе обмена валюты, Maxima, компании-единороги, стенограммы новостных сетей, данные о кассовых сборах фильмов и телепередач, список колледжей, данные об эпидемиях..."
Design,design-system,ui,2560,TypeScript,https://github.com/franken-ui/ui,"Franken UI is an HTML-first UI component library built on UIkit 3 and extended with LitElement, inspired by shadcn/ui.","Franken UI — это библиотека компонентов пользовательского интерфейса, ориентированная на HTML, созданная на основе UIkit 3 и расширенная с помощью LitElement, вдохновленная shadcn/ui."
Analysis,data-analysis,Linear-Algebra-With-Python,2552,Jupyter Notebook,https://github.com/weijie-chen/Linear-Algebra-With-Python,"Lecture Notes for Linear Algebra Featuring Python. This series of lecture notes will walk you through all the must-know concepts that set the foundation of data science or advanced quantitative skillsets. Suitable for statistician/econometrician, quantitative analysts, data scientists and etc. to quickly refresh the linear algebra with the assistance of Python computation and visualization.","Конспект лекций по линейной алгебре с использованием Python. Эта серия конспектов лекций познакомит вас со всеми необходимыми понятиями, которые закладывают основу науки о данных или передовых количественных навыков. Подходит для статистиков/экономететров, количественных аналитиков, специалистов по обработке данных и т. д. для быстрого обновления линейной алгебры с помощью вычислений и визуализации Python."
Forecasting,time-series,deepdetect,2548,C++,https://github.com/jolibrain/deepdetect,"Deep Learning API and Server in C++14 support for PyTorch,TensorRT, Dlib, NCNN, Tensorflow, XGBoost and TSNE","API глубокого обучения и поддержка сервера на C++14 для PyTorch, TensorRT, Dlib, NCNN, Tensorflow, XGBoost и TSNE."
Analysis,data-analysis,rill,2544,Go,https://github.com/rilldata/rill,The fastest business intelligence tool for humans and agents.,Самый быстрый инструмент бизнес-аналитики для людей и агентов.
Encryption,encryption,OpenSSL-for-iPhone,2532,Shell,https://github.com/x2on/OpenSSL-for-iPhone,"A script for compiling OpenSSL for iOS Devices (iPhone, iPad, Watch, iPod Touch, AppleTV, MacCatalyst)","Скрипт для компиляции OpenSSL для iOS-устройств (iPhone, iPad, Watch, iPod Touch, AppleTV, MacCatalyst)"
Analysis,data-analysis,AAChartKit-Swift,2518,Swift,https://github.com/AAChartModel/AAChartKit-Swift,"📈📊📱💻🖥️An elegant modern declarative data visualization chart framework for iOS, iPadOS and macOS. Extremely powerful, supports line, spline, area, areaspline, column, bar, pie, scatter, angular gauges, arearange, areasplinerange, columnrange, bubble, box plot, error bars, funnel, waterfall and polar chart types. 极其精美而又强大的现代化声明式数据可视化图表框架,支持柱状图、条形图、折线图、曲线图、折线填充图、曲线填充图、气泡图、扇形图、环形图、散点图、雷达图、混合图等各种类型的多达几十种的信息图图表,完全满足工作所需.","📈📊📱💻🖥️Элегантная современная платформа диаграмм декларативной визуализации данных для iOS, iPadOS и macOS. Чрезвычайно мощный, поддерживает линии, сплайны, площади, площадные сплайны, столбцы, столбцы, круговые диаграммы, разброс, угловые датчики, диапазон площадей, диапазон сплайнов, диапазон столбцов, пузырьковые диаграммы, коробчатые диаграммы, полосы ошибок, воронкообразные, каскадные и полярные диаграммы. Чрезвычайно красивая и мощная современная декларативная структура диаграмм визуализации данных, которая поддерживает десятки типов информационных диаграмм, таких как столбчатые диаграммы, гистограммы, линейные диаграммы, кривые диаграммы, линейные диаграммы, диаграммы с кривыми, пузырьковые диаграммы, веерные диаграммы, кольцевые диаграммы, точечные диаграммы, лепестковые диаграммы, смешанные диаграммы и т. д., полностью отвечающие вашим рабочим потребностям."
Encryption,cryptography,Picocrypt,2511,Go,https://github.com/HACKERALERT/Picocrypt,"A very small, very simple, yet very secure encryption tool.","Очень маленький, очень простой, но очень безопасный инструмент шифрования."
Forecasting,time-series,alibi-detect,2511,Jupyter Notebook,https://github.com/SeldonIO/alibi-detect,"Algorithms for outlier, adversarial and drift detection","Алгоритмы обнаружения выбросов, состязательности и дрейфа"
Statistics,statistics,gitinspector,2506,Python,https://github.com/ejwa/gitinspector,:bar_chart: The statistical analysis tool for git repositories,:bar_chart: Инструмент статистического анализа репозиториев git.
Design,design-system,vue-styleguidist,2501,TypeScript,https://github.com/vue-styleguidist/vue-styleguidist,Created from react styleguidist for Vue Components with a living style guide,Создано на основе React StyleGuidist для Vue Components с живым руководством по стилю.
Encryption,cryptography,vuvuzela,2487,Go,https://github.com/vuvuzela/vuvuzela,Private messaging system that hides metadata,"Система личных сообщений, скрывающая метаданные"
Forecasting,time-series,Getting-Things-Done-with-Pytorch,2484,Jupyter Notebook,https://github.com/curiousily/Getting-Things-Done-with-Pytorch,"Jupyter Notebook tutorials on solving real-world problems with Machine Learning & Deep Learning using PyTorch. Topics: Face detection with Detectron 2, Time Series anomaly detection with LSTM Autoencoders, Object Detection with YOLO v5, Build your first Neural Network, Time Series forecasting for Coronavirus daily cases, Sentiment Analysis with BER","Учебные пособия по Jupyter Notebook по решению реальных задач с помощью машинного и глубокого обучения с использованием PyTorch. Темы: Обнаружение лиц с помощью Detectron 2, Обнаружение аномалий временных рядов с помощью автоэнкодеров LSTM, Обнаружение объектов с помощью YOLO v5, Создайте свою первую нейронную сеть, Прогнозирование временных рядов для ежедневных случаев коронавируса, Анализ настроений с помощью BER"
Design,design-system,argon-design-system,2476,CSS,https://github.com/creativetimofficial/argon-design-system,Argon - Design System for Bootstrap 4 by Creative Tim,Argon — система дизайна для Bootstrap 4 от Creative Tim
Forecasting,time-series,griddb,2473,C++,https://github.com/griddb/griddb,"GridDB is a next-generation open source database that makes time series IoT and big data fast,and easy.","GridDB — это база данных с открытым исходным кодом нового поколения, которая делает Интернет вещей временными рядами и большие данные быстрыми и простыми."
Encryption,security-tools,FBI-tools,2451,Multi,https://github.com/danieldurnea/FBI-tools,🕵️ OSINT Tools for gathering information and actions forensics 🕵️ ,🕵️ OSINT Инструменты для сбора информации и криминалистики действий 🕵️
Encryption,security-tools,ProxyCat,2448,Python,https://github.com/honmashironeko/ProxyCat,一款部署于云端或本地的隧道代理池中间件，可将静态代理IP灵活运用成隧道IP，提供固定请求地址，一次部署终身使用,"Промежуточное программное обеспечение пула туннельных прокси, развернутое в облаке или локально, которое может гибко использовать статические IP-адреса прокси-сервера в IP-адресах туннеля, предоставлять фиксированные адреса запросов, а также развертываться один раз и использоваться на всю жизнь."
Encryption,cryptography,ufonet,2446,JavaScript,https://github.com/epsylon/ufonet,UFONet - Denial of Service Toolkit,UFONet — набор инструментов для отказа в обслуживании
Analysis,data-analysis,hamilton,2443,Jupyter Notebook,https://github.com/apache/hamilton,"Apache Hamilton helps data scientists and engineers define testable, modular, self-documenting dataflows, that encode lineage/tracing and metadata. Runs and scales everywhere python does.","Apache Hamilton помогает специалистам по данным и инженерам определять тестируемые, модульные, самодокументируемые потоки данных, которые кодируют происхождение/отслеживание и метаданные. Запускается и масштабируется везде, где есть Python."
Forecasting,forecasting,LTSF-Linear,2441,Python,https://github.com/cure-lab/LTSF-Linear,"[AAAI-23 Oral] Official implementation of the paper ""Are Transformers Effective for Time Series Forecasting?""",[AAAI-23 Устный] Официальная реализация статьи «Эффективны ли трансформаторы для прогнозирования временных рядов?»
Forecasting,time-series,Autoformer,2439,Jupyter Notebook,https://github.com/thuml/Autoformer,"About Code release for ""Autoformer: Decomposition Transformers with Auto-Correlation for Long-Term Series Forecasting"" (NeurIPS 2021), https://arxiv.org/abs/2106.13008","О выпуске кода «Autoformer: преобразователи разложения с автокорреляцией для долгосрочного прогнозирования рядов» (NeurIPS 2021), https://arxiv.org/abs/2106.13008"
Encryption,cryptography,SimpleDnsCrypt,2434,C#,https://github.com/bitbeans/SimpleDnsCrypt,A simple management tool for dnscrypt-proxy,Простой инструмент управления dnscrypt-proxy.
Statistics,statistics,hyperlearn,2424,Jupyter Notebook,https://github.com/unslothai/hyperlearn,"2-2000x faster ML algos, 50% less memory usage, works on all hardware - new and old.","Алгоритмы машинного обучения в 2–2000 раз быстрее, использование памяти на 50 % меньше, работает на любом оборудовании — новом и старом."
Statistics,statistics,data-science-question-answer,2420,Jupyter Notebook,https://github.com/jayinai/data-science-question-answer,A repo for data science related questions and answers,"Репозиторий вопросов и ответов, связанных с наукой о данных"
Design,design-system,learnstorybook.com,2418,JavaScript,https://github.com/chromaui/learnstorybook.com,Static site and content for Storybook tutorials,Статический сайт и контент для учебных пособий Storybook
Statistics,statistics,math-php,2402,PHP,https://github.com/markrogoyski/math-php,"Powerful modern math library for PHP: Features descriptive statistics and regressions; Continuous and discrete probability distributions; Linear algebra with matrices and vectors, Numerical analysis; special mathematical functions; Algebra","Мощная современная математическая библиотека для PHP: содержит описательную статистику и регрессии; Непрерывные и дискретные распределения вероятностей; Линейная алгебра с матрицами и векторами, Численный анализ; специальные математические функции; Алгебра"
Design,design-system,flyonui,2393,TypeScript,https://github.com/themeselection/flyonui,"🚀 The easiest, free and open-source Tailwind CSS component library with semantic classes.","🚀 Самая простая, бесплатная библиотека компонентов Tailwind CSS с открытым исходным кодом и семантическими классами."
Encryption,cryptography,Peergos,2393,Java,https://github.com/Peergos/Peergos,"A p2p, secure file storage, social network and application protocol","P2P, безопасное хранилище файлов, социальная сеть и протокол приложений."
Encryption,security-tools,ksubdomain,2375,Go,https://github.com/knownsec/ksubdomain,无状态子域名爆破工具,Инструмент для удаления поддоменов без сохранения состояния
Forecasting,time-series,kapacitor,2370,Go,https://github.com/influxdata/kapacitor,"Open source framework for processing, monitoring, and alerting on time series data","Платформа с открытым исходным кодом для обработки, мониторинга и оповещения о данных временных рядов."
Encryption,security-tools,SILENTTRINITY,2335,Boo,https://github.com/byt3bl33d3r/SILENTTRINITY,"An asynchronous, collaborative post-exploitation agent powered by Python and .NET's DLR",Асинхронный совместный агент постэксплуатации на базе Python и DLR .NET.
Encryption,encryption,Abracadabra,2332,JavaScript,https://github.com/SheepChef/Abracadabra,Abracadabra 魔曰，古文风文本加密工具,"Абракадабра, древний инструмент шифрования текста"
Analysis,data-analysis,sqliteviz,2330,JavaScript,https://github.com/lana-k/sqliteviz,Instant offline SQL-powered data visualisation in your browser,Мгновенная автономная визуализация данных на базе SQL в вашем браузере.
Encryption,security-tools,jaeles,2323,Go,https://github.com/jaeles-project/jaeles,The Swiss Army knife for automated Web Application Testing,Швейцарский армейский нож для автоматизированного тестирования веб-приложений
Encryption,security-tools,SSH-Snake,2319,Shell,https://github.com/MegaManSec/SSH-Snake,"SSH-Snake is a self-propagating, self-replicating, file-less script that automates the post-exploitation task of SSH private key and host discovery.","SSH-Snake — это самораспространяющийся, самовоспроизводящийся бесфайловый скрипт, который автоматизирует задачу после эксплуатации секретного ключа SSH и обнаружения хоста."
Encryption,security-tools,noseyparker,2317,Rust,https://github.com/praetorian-inc/noseyparker,Nosey Parker is a command-line tool that finds secrets and sensitive information in textual data and Git history.,"Nosy Parker — это инструмент командной строки, который находит секреты и конфиденциальную информацию в текстовых данных и истории Git."
Analysis,data-analysis,elementary,2298,HTML,https://github.com/elementary-data/elementary,The dbt-native data observability solution for data & analytics engineers. Monitor your data pipelines in minutes. Available as self-hosted or cloud service with premium features.,Решение для наблюдения за данными на основе dbt для инженеров по обработке данных и аналитике. Контролируйте свои конвейеры данных за считанные минуты. Доступен как самостоятельный хостинг или облачный сервис с премиум-функциями.
Statistics,statistics,stat-cookbook,2297,TeX,https://github.com/mavam/stat-cookbook,:orange_book: The probability and statistics cookbook,:orange_book: Поваренная книга вероятностей и статистики
Encryption,security-tools,EasyProtector,2291,Java,https://github.com/lamster2018/EasyProtector,一行代码检测XP/调试/多开/模拟器/root,Одна строка кода для обнаружения XP/debug/multi-open/emulator/root
Encryption,encryption,agenix,2289,Nix,https://github.com/ryantm/agenix,age-encrypted secrets for NixOS and Home manager,зашифрованные по возрасту секреты для NixOS и Home Manager
Analysis,data-analysis,tabix,2288,TypeScript,https://github.com/tabixio/tabix,Tabix.io UI,Пользовательский интерфейс Tabix.io
Encryption,cryptography,hat.sh,2283,JavaScript,https://github.com/sh-dv/hat.sh,Encrypt and Decrypt files securely in your browser.,Надежно шифруйте и дешифруйте файлы в своем браузере.
Encryption,security-tools,Diamorphine,2283,C,https://github.com/m0nad/Diamorphine,LKM rootkit for Linux Kernels 2.6.x/3.x/4.x/5.x/6.x (x86/x86_64 and ARM64),Руткит LKM для ядер Linux 2.6.x/3.x/4.x/5.x/6.x (x86/x86_64 и ARM64)
Analysis,data-analysis,awesome-business-intelligence,2281,Multi,https://github.com/thenaturalist/awesome-business-intelligence,Actively curated list of awesome BI tools. PRs welcome!,Активно курируемый список потрясающих инструментов бизнес-аналитики. Пиарщики приветствуются!
Forecasting,forecasting,flow-forecast,2277,Python,https://github.com/AIStream-Peelout/flow-forecast,"Deep learning PyTorch library for time series forecasting, classification, and anomaly detection (originally for flood forecasting).","Библиотека PyTorch глубокого обучения для прогнозирования временных рядов, классификации и обнаружения аномалий (первоначально для прогнозирования наводнений)."
Analysis,data-analysis,datart,2276,TypeScript,https://github.com/running-elephant/datart,Datart is a next generation Data Visualization Open Platform,Datart — это открытая платформа визуализации данных нового поколения.
Design,design-system,beercss,2269,Vue,https://github.com/beercss/beercss,Build material design interfaces in record time... without stress for devs... 🍺💛,Создавайте интерфейсы Material Design в рекордно короткие сроки... без стресса для разработчиков... 🍺💛
Encryption,cryptography,jsSHA,2266,TypeScript,https://github.com/Caligatio/jsSHA,"A JavaScript/TypeScript implementation of the complete Secure Hash Standard (SHA) family (SHA-1, SHA-224/256/384/512, SHA3-224/256/384/512, SHAKE128/256, cSHAKE128/256, and KMAC128/256) with HMAC.","Реализация JavaScript/TypeScript полного семейства Secure Hash Standard (SHA) (SHA-1, SHA-224/256/384/512, SHA3-224/256/384/512, SHAKE128/256, cSHAKE128/256 и KMAC128/256) с HMAC."
Encryption,security-tools,gitGraber,2257,Python,https://github.com/hisxo/gitGraber,"gitGraber: monitor GitHub to search and find sensitive data in real time for different online services such as: Google, Amazon, Paypal, Github, Mailgun, Facebook, Twitter, Heroku, Stripe...","gitGraber: отслеживайте GitHub для поиска и поиска конфиденциальных данных в режиме реального времени для различных онлайн-сервисов, таких как: Google, Amazon, Paypal, Github, Mailgun, Facebook, Twitter, Heroku, Stripe..."
Encryption,security-tools,SpringBoot-Scan,2255,Python,https://github.com/AabyssZG/SpringBoot-Scan,针对SpringBoot的开源渗透框架，以及Spring相关高危漏洞利用工具,Платформа проникновения с открытым исходным кодом для SpringBoot и связанных со Spring инструментов эксплуатации уязвимостей высокого риска.
Analysis,data-analysis,pandas-videos,2253,Jupyter Notebook,https://github.com/justmarkham/pandas-videos,Jupyter notebook and datasets from the pandas video series,Блокнот Jupyter и наборы данных из серии видеороликов о пандах
Encryption,cryptography,SoftU2F,2243,Swift,https://github.com/github/SoftU2F,Software U2F authenticator for macOS,Программный аутентификатор U2F для macOS
Design,graphic-design,svgo,2240,Go,https://github.com/ajstarks/svgo,Go Language Library for SVG generation,Языковая библиотека Go для генерации SVG
Encryption,cryptography,cryfs,2239,Rust,https://github.com/cryfs/cryfs,Cryptographic filesystem for the cloud,Криптографическая файловая система для облака
Analysis,data-analysis,ArcticDB,2235,C++,https://github.com/man-group/ArcticDB,"ArcticDB is a high performance, serverless DataFrame database built for the Python Data Science ecosystem.","ArcticDB — это высокопроизводительная бессерверная база данных DataFrame, созданная для экосистемы Python Data Science."
Encryption,cryptography,bolts,2233,Markdown,https://github.com/lightning/bolts,BOLT: Basis of Lightning Technology (Lightning Network Specifications),BOLT: Основы технологии Lightning (спецификации сети Lightning)
Statistics,statistics,awesome_time_series_in_python,2233,Multi,https://github.com/MaxBenChrist/awesome_time_series_in_python,This curated list contains  python packages for time series analysis,Этот тщательно подобранный список содержит пакеты Python для анализа временных рядов.
Encryption,encryption,itext-java,2226,Java,https://github.com/itext/itext-java,"iText for Java represents the next level of SDKs for developers that want to take advantage of the benefits PDF can bring. Equipped with a better document engine, high and low-level programming capabilities and the ability to create, edit and enhance PDF documents, iText can be a boon to nearly every workflow.","iText для Java представляет собой новый уровень SDK для разработчиков, которые хотят воспользоваться преимуществами PDF. iText, оснащенный улучшенным механизмом обработки документов, возможностями программирования высокого и низкого уровня, а также возможностью создавать, редактировать и улучшать PDF-документы, может оказаться полезным практически для любого рабочего процесса."
Encryption,security-tools,alternative-frontends,2225,Multi,https://github.com/digitalblossom/alternative-frontends,🔐🌐 Privacy-respecting web frontends for popular services ,"🔐🌐 Веб-интерфейсы популярных сервисов, соблюдающие конфиденциальность."
Statistics,statistics,github-readme-activity-graph,2207,TypeScript,https://github.com/Ashutosh00710/github-readme-activity-graph,A dynamically generated activity graph to show your GitHub activities of last 31 days.,"Динамически создаваемый график активности, показывающий ваши действия на GitHub за последний 31 день."
Encryption,cryptography,hashes,2201,Rust,https://github.com/RustCrypto/hashes,Collection of cryptographic hash functions written in pure Rust,"Коллекция криптографических хэш-функций, написанных на чистом Rust."
Design,design-system,vue-design-system,2196,JavaScript,https://github.com/arielsalminen/vue-design-system,An open source tool for building UI Design Systems with Vue.js,Инструмент с открытым исходным кодом для создания систем проектирования пользовательского интерфейса с помощью Vue.js.
Encryption,security-tools,Reconnoitre,2189,Python,https://github.com/codingo/Reconnoitre,"A security tool for multithreaded information gathering and service enumeration whilst building directory structures to store results, along with writing out recommendations for further testing.","Инструмент безопасности для многопоточного сбора информации и перечисления сервисов при построении структур каталогов для хранения результатов, а также выписывания рекомендаций для дальнейшего тестирования."
Analysis,data-analysis,pretzelai,2186,TypeScript,https://github.com/pretzelai/pretzelai,The modern replacement for Jupyter Notebooks,Современная замена Jupyter Notebooks.
Statistics,statistics,www.mlcompendium.com,2181,Multi,https://github.com/orico/www.mlcompendium.com,"The Machine Learning & Deep Learning Compendium was a list of references in my private & single document, which I curated in order to expand my knowledge, it is now an open knowledge-sharing project compiled using Gitbook.","Справочник по машинному обучению и глубокому обучению представлял собой список ссылок в моем личном и единственном документе, который я курировал, чтобы расширить свои знания. Теперь это открытый проект по обмену знаниями, составленный с использованием Gitbook."
Statistics,statistical-analysis,ggstatsplot,2175,R,https://github.com/IndrajeetPatil/ggstatsplot,Enhancing {ggplot2} plots with statistical analysis 📊📣,Улучшение графиков {ggplot2} с помощью статистического анализа 📊📣
Design,design-system,reshaped,2172,TypeScript,https://github.com/reshaped-ui/reshaped,Professionally crafted React & Figma components for building beautiful products or starting your own design system,Профессионально созданные компоненты React и Figma для создания красивых продуктов или запуска собственной системы дизайна.
Encryption,cryptography,awesome-iam,2172,Multi,https://github.com/kdeldycke/awesome-iam,👤 Identity and Access Management knowledge for cloud platforms,👤 Знания в области управления идентификацией и доступом для облачных платформ.
Encryption,security-tools,landrun,2169,Go,https://github.com/Zouuup/landrun,"Run any Linux process in a secure, unprivileged sandbox using Landlock. Think firejail, but lightweight, user-friendly, and baked into the kernel.","Запускайте любой процесс Linux в безопасной непривилегированной песочнице с помощью Landlock. Представьте себе Firejail, но легкий, удобный и встроенный в ядро."
Encryption,security-tools,gokart,2166,Go,https://github.com/praetorian-inc/gokart,A static analysis tool for securing Go code,Инструмент статического анализа для защиты кода Go.
Encryption,security-tools,GSIL,2148,Python,https://github.com/FeeiCN/GSIL,GitHub Sensitive Information Leakage（GitHub敏感信息泄露监控）,Утечка конфиденциальной информации GitHub (мониторинг утечки конфиденциальной информации GitHub)
